city,state,name,longitude,latitude,url,description,length
Delta,Florida,Loxahatchee Slough Natural Area,-80.212723,26.857022,http://www.tripleblaze.com/trail.php?c=3&i=3268,Loxahatchee Slough Natural Area is home to many animal and plant inhabitants as well as several hiking trails.,5.00
Delta,Florida,Ocean to Lake Trail (North Loxahatchee Slough NA),-80.176966,26.897685,http://www.tripleblaze.com/trail.php?c=3&i=2498,This trail offers great hike through pine flatwoods. Seasonal flooding is common.,2.00
Boca Grande,Florida,Don Pedro Island State Park,-82.352963,26.911157,http://www.tripleblaze.com/trail.php?c=3&i=3843,"Enjoy a leisurely walk on nature trails that meander through the island's eleven distinct natural communities. Along the way you can see the island's protected plant species, including giant leather fern, spreading air plant and coontie.",0.00
Englewood,Florida,Stump Pass Beach State Park,-82.352963,26.911157,http://www.tripleblaze.com/trail.php?c=3&i=3858,"Take a quiet stroll along the 1.3-mile hiking trail that stretches to the southern end of the park and through the park's five distinct natural communities.  Along this trail you may see a variety of  wildlife such as a ospreys, southern bald eagles, fiddler crabs and wading birds; and plants such as prickly pear cactus, indigo berry, bay cedar, and coontie.",2.00
Jupiter,Florida,River Walk Trail,-80.178151,26.927797,http://www.tripleblaze.com/trail.php?c=3&i=2458,Longest Trail in Riverbend Park and is a great short trip for the family.,2.00
Jupiter,Florida,Pine Walk,-80.176091,26.931011,http://www.tripleblaze.com/trail.php?c=3&i=2467,Another short trail,0.00
Jupiter,Florida,Riverbend Park,-80.175174,26.933796,http://www.tripleblaze.com/trail.php?c=3&i=7602,Great hiking trails.,10.00
Jupiter,Florida,Loxahatchee River Bend Park,-80.175096,26.934243,http://www.tripleblaze.com/trail.php?c=3&i=3273,"This 680 park was the location of the Second Seminole Indian War, and is currently home to a small network of trails and other attractions.",10.00
Jupiter,Florida,Reese Blvd Trail,-80.175405,26.934684,http://www.tripleblaze.com/trail.php?c=3&i=2462,great connector trail from Hunt Camp trail to Big Hammock Picnic Area.,1.00
Jupiter,Florida,Battlefield Trail,-80.175405,26.935143,http://www.tripleblaze.com/trail.php?c=3&i=2460,This trail is located on an old battleground during the Seminole Wars.,1.00
Jupiter,Florida,Hunt Camp Trail,-80.175576,26.935296,http://www.tripleblaze.com/trail.php?c=3&i=2472,Connects the main entrance to the Farmstead Loop.,0.00
Jupiter,Florida,Other Trails,-80.175405,26.935296,http://www.tripleblaze.com/trail.php?c=3&i=2473,"All of the trails bellow are less than 0.25miles and offer unique and diffrent views of the park.&lt;br /&gt;<br />&lt;br /&gt;<br />Indian Camp Trail, Pond Trail, Indian Hammock Trail, Cow Pen Loop Trail, Bridge, Overlook Trail, Dark Hammock Trail, and Big Grove Loop Trail.",1.00
Jupiter,Florida,Hunters Loop Trail,-80.175061,26.935296,http://www.tripleblaze.com/trail.php?c=3&i=2463,Nice short loop trail,1.00
Jupiter,Florida,Big Hammock Loop Trail,-80.175233,26.935449,http://www.tripleblaze.com/trail.php?c=3&i=2465,Short walk through giant oak trees.,1.00
Jupiter,Florida,Picnic Island Loop Trail,-80.175061,26.935449,http://www.tripleblaze.com/trail.php?c=3&i=2464,Wonderful loop trail for the family after a great picnic.,1.00
Jupiter,Florida,Wildlife loop Road,-80.174546,26.935449,http://www.tripleblaze.com/trail.php?c=3&i=2461,Paved road great for jogging and bicycling.,1.00
Jupiter,Florida,Ocean to Lake Trail (Riverbend Park),-80.174375,26.935525,http://www.tripleblaze.com/trail.php?c=3&i=2459,This is the segment of the Ocean to Lake Trail that passes through Riverbend Park.&lt;br /&gt;<br />&lt;br /&gt;<br />The trail is hard-packed gravel trail 8' trail.,2.00
Jupiter,Florida,Farmstead Loop,-80.175748,26.935602,http://www.tripleblaze.com/trail.php?c=3&i=2469,Short trail with two bathrooms,0.00
Jupiter,Florida,Military Loop Trail,-80.175576,26.935602,http://www.tripleblaze.com/trail.php?c=3&i=2471,This trail follows the original military trail that passed through the park connecting US forts during the first and second Seminole wars.,0.00
Jupiter,Florida,Grove Trail,-80.175405,26.935602,http://www.tripleblaze.com/trail.php?c=3&i=2466,Nice short trail,1.00
North Port,Florida,Myakka State Forest North Loop,-82.280729,26.980297,http://www.tripleblaze.com/trail.php?c=3&i=2793,"Myakka State Forest is made up primarily of mesic flatwoods with a mixture of longleaf pine and slash pine overstory with a palmetto understory. Numerous depression marshes are scattered throughout the flatwoods, providing many opportunities for viewing wading birds and other wildlife. The forest includes approximately 2.5 miles of frontage on the Myakka River which is designated as an Outstanding Florida Water and a Wild and Scenic River. The Myakkahatchee Creek flows throughout the forest for 1.5 miles and provides an additional water resource.",5.00
North Port,Florida,Myakka State Forest South Loop,-82.2858,26.98458,http://www.tripleblaze.com/trail.php?c=3&i=4474,"Myakka State Forest is made up primarily of mesic flatwoods with a mixture of longleaf pine and slash pine overstory with a palmetto understory. Numerous depression marshes are scattered throughout the flatwoods, providing many opportunities for viewing wading birds and other wildlife.",8.00
Tequesta,Florida,East Loop Trail,-80.101983,27.003368,http://www.tripleblaze.com/trail.php?c=3&i=2734,"Traversing at least 8 different ecosystems this trail offers you diversity that is sometimes hard to find on South Florida Trails. From the rolling Scrub highland sand ridges (with elevations around 80  feet on some peaks) to the low sawgrass beds and everything in between this trail offers great views and is great for dayhiks or an overnight trip. overnight camping is limited to two sites at Scrub Jay Primitive Campground with a hand water pump (non-potable so bring a filtration system) and an outhouse. &lt;br /&gt;<br />&lt;br /&gt;<br />On the northern most end of this loop is shared with the Ocean to Lake Trail which can be used to link up with the West Loop trail, Kitching Creek Camp or even a thru-hike to Riverbend Park. &lt;br /&gt;<br />&lt;br /&gt;<br />Expect lose sand (sugar sand as we Floridians call it) on the Eastern half of the loop and possible water on the Western half of the trail (dry season tends to be late November-Early March).&lt;br /&gt;<br />&lt;br /&gt;<br />Note: Contact the Ranger Station to ensure you can get a campground as they tend to fill up some weekends.",10.00
Port Mayaca,Florida,Loop 2,-80.558568,27.003769,http://www.tripleblaze.com/trail.php?c=3&i=2481,A longer version of loop 1 with a primitive campground located on the eastern  segment of the loop.,7.00
Port Mayaca,Florida,Loop 4,-80.558224,27.004228,http://www.tripleblaze.com/trail.php?c=3&i=2485,The longest loop in Dupuis with a primitive campground on the southern segment of the trail shared with the the Ocean to Lake Trail.,16.00
Port Mayaca,Florida,Loop 3,-80.557881,27.004839,http://www.tripleblaze.com/trail.php?c=3&i=2482,"Great wide vistas of open prairie land, Primitive campground found on the western loop of the leg on loop 2.",12.00
Port Mayaca,Florida,Loop 1,-80.558911,27.005604,http://www.tripleblaze.com/trail.php?c=3&i=2479,Easy 5 mile loop that offers great vistas of the Northern Everglades.,5.00
Port Mayaca,Florida,Ocean to Lake Trail (Dupuis WMA),-80.560241,27.005872,http://www.tripleblaze.com/trail.php?c=3&i=2475,"Wonderful trail, with some water during the wet season. Offers wonderful views, and few other humans to be seen or heard.",17.00
Port Mayaca,Florida,Dupuis Reserve,-80.559135,27.007065,http://www.tripleblaze.com/trail.php?c=3&i=3263,"Dupuis Reserve is an expansive wildlife management area that is home to several different hiking trails, including a sizeable section of the Ocean to Lake trail. Click on the individual trail listings for more information.",60.00
Tequesta,Florida,Jonathan Dickinson State Park,-80.11145,27.01142,http://www.tripleblaze.com/trail.php?c=3&i=242,"Jonathan Dickenson State Park features 5 miles of hiking trails near Hobe Sound, FL.",5.00
Clewiston,Florida,Lake Okeechobee,-80.632914,27.025318,http://www.tripleblaze.com/trail.php?c=3&i=6471,Phipps Martin Area has hiking trails to enjoy.,0.00
Jupiter,Florida,Ocean to Lake Trail (Jonathan Dickinson State Park),-80.118166,27.030852,http://www.tripleblaze.com/trail.php?c=3&i=2752,"Westbound (to Lake) this segment of the Ocean to Lake Trail starts at the intersection of the East Loop Trail. Continuing 3.2 miles the trail then passes through the Scrub Jay Camp (non-potable water and outhouse available). At mile 6.3 the trail passes through Kitching Creek Camp (non-potable water and outhouse available). These two primitive campgrounds are the only permitted campgrounds within the park. Around mile 8 the trail follows along the edge of an Hobe Groves then crosses Cypress Creek within the next mile. Cypress Creek may not have water during dry season so be sure to carry enough water. The trail then crosses under I-95 and the Florida Turnpike at mile 11.5 along the Loxahatchee River. the Final 2 miles crosses BZ Creek then the Loxahatchee River (at Indiantown Road, SR 706). After crossing the Loxahatchee River the trail follows then passes under Indiantown Road and enters River Bend Park at the Northeastern corner of the park. &lt;br /&gt;<br /> &lt;br /&gt;<br />&lt;br /&gt;<br />Blaze Color: Orange. Be careful to follow the the Ocean to Lake trail signs because other trails may also have orange blazes.",14.00
Hobe Sound,Florida,Ocean to Lake Trail,-80.115713,27.066307,http://www.tripleblaze.com/trail.php?c=3&i=3264,"According to Wikipedia, the &quot;Ocean to Lake Trail is a 63-mile greenway spur off the Florida Trail. It starts at Hobe Sound Beach and endis at Lake Okeechobee in Port Mayaca. The trail is under development as of 2012 and portions are open to the public in Jonathan Dickinson State Park, Corbett Wildlife Management Area, and DuPuis Reserve. The 2012 Ocean To Lake Greenway Celebration included horseback riding, cycling, hiking and trail running.&quot; The trail is still under construction, so more sections will be added in the future. If you have new information on the Ocean to Lake Trail, be sure to add it!&lt;br /&gt;<br />Click on the individual trail listings for more detailed information.",63.00
Hobe Sound,Florida,Ocean to Lake Trail (Hobe Sound Beach Park to Jonathan Dickinson State Park),-80.115683,27.066406,http://www.tripleblaze.com/trail.php?c=3&i=2751,"This segment of the Ocean to Lake Trail is about 3.4 miles. Starting at Hobe Sound Beach Park this segment ends 1 mile beyond the northern boarder of Johnathan Dickinson State Park at the intersection of the East Loop Trail. This segment follows SE Bridge Road, Old Dixie Highway, and US 1 until it enters Johnathan Dickinson State Park.&lt;br /&gt;<br />&lt;br /&gt;<br />Blaze Color: Orange",3.00
